ID|Term_EN|Term_NO
710345009|Assessment of postpartum breastfeeding (procedure)|vurdering av amming etter fødsel
711045007|Assessment of school health service (procedure)|vurdering av skulehelsetenesta
1153466003|Education about transcutaneous electrical nerve stimulation device (procedure)|undervisning om TENS-utstyr
588691000202104|Journaling on behalf of patient (procedure)|føring av dagbok på vegner av pasient
713114000|Provision of medication list (procedure)|utlevering av medisinliste
1172619003|Support of victim of child abuse (regime/therapy)|støtte av offer for barnemishandling
386360003|Administration of drug or medicament via rectal route (procedure)|rektal administrasjon av legemiddel
49919000|Home safety education (procedure)|undervisning om sikkerhetstiltak i hjemmet
710871004|Support for caregiver during toilet training (regime/therapy)|støtte omsorgsperson ved toalett-trening
50049003|Urostomy management and care (regime/therapy)|handtering og stell av urostomi
709270008|Family education about transfer technique (situation)|pårørendeundervisning i forflytningsteknikk
709275003|Family education about monitoring respiratory status (situation)|pårørandeundervisning om overvaking av respiratorisk status
1344986009|Medication side effect counseling (procedure)|veiledning om legemiddelbivirkninger
1153557000|Education about fatigue (procedure)|undervisning om fatigue
709515006|Assessment of risk for transfer injury (procedure)|vurdering av risiko for forflytningsskade
431695009|Administration of drug or medicament to skin via topical route (procedure)|administrasjon av lækjemiddel på hud
243085009|Oral health education (procedure)|undervisning om munnhelse
710063002|Nephrostomy care (regime/therapy)|nefrostomistell
286738000|Removal of urinary system catheter (procedure)|seponering av urinkateter
713115004|Prevention of constipation (procedure)|førebygging av obstipasjon
507681000202103|Treatment of impaired cardiovascular system function (procedure)|behandling ved nedsatt kardiovaskulær funksjon
709541000|Administration of antipyretic (procedure)|administrasjon av febernedsettende
347671000202108|Observation of ability to concentrate (procedure)|observasjon av konsentrasjonsevne
709512009|Assessment of risk for hyperthermia (procedure)|vurdering av risiko for hypertermi
278111000202103|Identification of body part that needs special positioning (procedure)|avklaring av kroppsdel som behøver spesiell leiring
115979005|Stabilization (procedure)|stabilisering
733849003|Provision of quiet environment (procedure)|sørge for rolige omgivelser
1156886000|Promotion of nutrient intake consistent with requirements (procedure)|fremjing av næringsinntak som dekkjer behov
497811000202104|Precautions for decresed respiratory function (procedure)|forebygging av redusert respiratorisk funksjon
1156685003|Facilitation of rest (procedure)|tilrettelegging for kvile
710915002|Referral to community service (procedure)|tilvising til lokalt tenestetilbod
713102008|Education about device safety (procedure)|undervisning om utstyrssikkerhet
18321000202107|Assessment of triggering factor (procedure)|vurdering av utløsende faktor
497761000202108|Precautions for powerlessness (procedure)|førebygging av maktesløyse
386506007|Acid-base balance monitoring (regime/therapy)|overvåking av syre-base-balanse
507641000202108|Assessment of signs and symptoms of aspiration (procedure)|vurdering av tegn og symptomer på aspirasjon
709487008|Assessment of knowledge of treatment regime (procedure)|vurdering av kunnskap om behandling
386420003|Self-care assistance: bathing/hygiene (procedure)|bistand til at pasienten vasker seg selv
713107002|Screening for harmful pattern of alcohol use (procedure)|kartlegging for alkoholmisbruk
417451000202103|Adjustment of bed (procedure)|tilpasning av seng
457551000202107|Evaluation of signs and symptoms of bleeding (regime/therapy)|vurdering av tegn og symptomer på blødning
338051000202108|Assessment of motor function (procedure)|kartlegging av motorisk funksjon
385910005|Cataract care education (procedure)|undervisning om behandling av katarakt
308440001|Referral to social worker (procedure)|henvisning til sosialarbeider
711026003|Identification of abnormal body part before perioperative positioning (procedure)|avklaring av kroppsdel som treng spesiell perioperativ leiring
266720005|Wart treatment (regime/therapy)|behandling av vorte
171434007|Health promotion (regime/therapy)|helsefremming
445221009|Assessment of sleep pattern (procedure)|vurdering av søvnmønster
1344980003|Medication side effect surveillance (regime/therapy)|overvåking av legemiddelbivirkninger
711120006|Facilitation of acceptance of aging (procedure)|tilrettelegging for å akseptera aldring
710824005|Assessment of health and social care needs (procedure)|vurdering av behov for helse- og sosialomsorg
167217005|Urine examination (procedure)|urinundersøkelse
370824002|Implementation of protective measures to prevent injury due to electrical sources (procedure)|forebygging av elektrisk skade
386328006|Hypoglycemia management (procedure)|håndtering av hypoglykemi
1156703001|Liaising with family on procurement of medication (procedure)|samarbeid med pårørande om anskaffing av lækjemiddel
1153465004|Education about overdosing (procedure)|undervisning om overdose
709499001|Assessment of psychological response to ostomy (procedure)|vurdering av psykologisk respons på stomi
710079001|Management of screening follow up (procedure)|håndtering av screeningoppfølging
713121000|Management of fatigue (regime/therapy)|håndtering av fatigue
711005003|Measurement of fluid output (procedure)|måling av væskeproduksjon
710984009|Reinforcement of achievement (procedure)|forsterking av prestasjon
386359008|Administration of drug or medicament via oral route (procedure)|peroral administrasjon av lækjemiddel
710859005|Assessment of knowledge of pain management (procedure)|vurdering av kunnskap om smertehåndtering
713089003|Verification of presence of corrective device (procedure)|verifikasjon av at korrigerende hjelpemiddel er til stede
1155757000|Liaising with pharmacist on medication procurement (procedure)|samarbeid med farmasøyt om anskaffing av lækjemiddel
385777007|Nursing care coordination (procedure)|koordinering av sjukepleie
438553004|History of drug therapy (situation)|anamnese på medikamentell behandling
243115004|Family support (regime/therapy)|støtte pårørende
385832000|Specimen care management (procedure)|rutine for handtering av prøvemateriale
363108004|Equipment-related management procedure (procedure)|håndtering av utstyr
47451004|Administration of electrolytes (procedure)|administrasjon av elektrolyttar
497691000202109|Bed rest complication precautions (procedure)|førebygging av komplikasjonar ved sengeleie
710825006|Education about breathing technique (procedure)|opplæring i pusteteknikk
386507003|Active listening (procedure)|aktiv lytting
162098000|Frequency of defecation (observable entity)|defekasjonsfrekvens
337971000202100|Management of fear (procedure)|handtering av frykt
711014008|Assessment of tissue perfusion (procedure)|vurdering av vevsperfusjon
370828004|Implementation of protective measures to prevent skin or tissue injury due to thermal sources (procedure)|forebygging av termisk hud- og vevsskade
1157092000|Reinforcement of maintenance of physical capabilities (procedure)|forsterkning av vedlikehold av fysiske evner
578211000202101|Interval observation (regime/therapy)|intervallobservasjon
370860007|Verification of allergy status (procedure)|verifikasjon av allergi
18171000202108|Assistance with stoma care (procedure)|bistand til stomistell
710896001|Education about use of supporting device (procedure)|undervisning om bruk av støtteutstyr
710057006|Management of inappropriate sexual behavior (procedure)|håndtering av upassende seksuell atferd
182660006|Cold therapy (regime/therapy)|kuldebehandling
413473000|Counseling about alcohol consumption (procedure)|veiledning om alkoholforbruk
710562003|Assessment of sanitation (procedure)|vurdering av sanitære tilhøve
11851000202103|Information gathering about sleep (procedure)|kartlegging av søvn
457481000202100|Educating patient in factors for vulnerability (procedure)|undervisning om sårbarheitsfaktorar
1281860000|Counseling about breathing techniques for relaxation (procedure)|veiledning i pusteteknikk for avslapping
161464003|History of psychiatric disorder (situation)|anamnese på psykisk liding
710912004|Referral to funeral service (procedure)|henvisning til begravelsesbyrå
223434003|Recommendation to avoid activity (procedure)|anbefaling om å unngå aktivitet
370829007|Implementation of protective measures to prevent skin or tissue injury due to mechanical sources (procedure)|førebygging av mekanisk hud- og vevsskade
430147008|Fluid balance monitoring (regime/therapy)|overvåking av væskebalanse
710765004|Wound drain discontinued (situation)|seponering av sårdren
710882007|Education about effective communication (procedure)|undervisning om tilfredsstillende kommunikasjon
710149006|Promotion of family support (procedure)|fremjing av pårørandestøtte
710996002|Monitoring height (regime/therapy)|overvaking av kroppshøyde
712554001|Liaising with patient on breastfeeding plan (procedure)|samarbeid med pasient om ammeplan
182775008|Postoperative monitoring (regime/therapy)|postoperativ overvaking
713075008|Management of fluid therapy (procedure)|handtering av væskebehandling
408910007|Enteral feeding education (procedure)|undervisning om enteral ernæring
710127000|Promotion of spiritual support (procedure)|fremming av åndelig støtte
733810001|Support for self-management (regime/therapy)|tilrettelegging for egenhåndtering
713137006|Assessment of stress level (procedure)|vurdering av stressnivå
440475003|Invite expression of feelings (procedure)|invitasjon til å uttrykke følelser
386316003|Hallucination management (regime/therapy)|handtering av hallusinasjon
385715006|Cardiac care (regime/therapy)|kardiologisk behandling
408935001|Substance abuse prevention education (procedure)|undervisning om førebygging av substansmisbruk
370827009|Implementation of protective measures to prevent skin and tissue injury due to chemical sources (procedure)|forebygging av kjemisk hud- og vevsskade
1156687006|Facilitation of adequate sleep (procedure)|tilrettelegging for tilstrekkelig søvn
709764001|Liaising with legal service (procedure)|samarbeid med juridisk tjeneste
386281000|Embolus precautions (procedure)|forebygging av emboli
410169007|Radiation therapy care management (procedure)|handtering av pleie ved strålebehandling
507571000202101|Conversation about suicidal thoughts (procedure)|samtale om sjølvmordstankar
182964004|Terminal care (regime/therapy)|terminalomsorg
698631004|Education about self-help group (procedure)|undervisning om selvhjelpsgruppe
709508003|Assessment of respiratory status using monitoring device (procedure)|vurdering av respiratorisk status med overvåkingsutstyr
710873001|Involving client in decision making process (procedure)|involvering av pasient i beslutningsprosess
201495001|History taking, complete (procedure)|fullstendig anamneseopptak
710987002|Monitoring patient location using an exit alarm (regime/therapy)|overvaking med døralarm
410142006|Physician contact management (procedure)|handtering av kontakt med lege
386331007|Impulse control training (procedure)|undervisning om impulskontroll
410188000|Taking patient vital signs assessment (procedure)|vurdering av måling av vitale teikn
710890007|Education about mobilizing device (procedure)|opplæring om mobiliseringsutstyr
385798007|Radiation therapy care (regime/therapy)|pleie ved strålebehandling
34431008|Physiotherapy of chest (regime/therapy)|lungefysioterapi
61746007|Taking patient vital signs (procedure)|måling av vitale teikn
409063005|Counseling (procedure)|veiledning
710925007|Provision of food (procedure)|tilbud om mat
710847006|Assessment of dietary need (procedure)|vurdering av kostholdsbehov
370865002|Activity care management (procedure)|handtering av aktivitetsbehandling
445283009|Provision of educational material (procedure)|utlevering av informasjonsmateriell
497791000202100|Precautions for caregiver stress syndrome (procedure)|forebygging av omsorgsstress
408966007|Infertility care management (procedure)|handtering av infertilitetsbehandling
17831000202103|Recording of food intake (procedure)|kostregistrering
497671000202105|Information gathering about nausea (procedure)|kartlegging av kvalme
386321000|Hemodynamic regulation (procedure)|hemodynamisk regulering
711082003|Assessment of breastfeeding behavior (procedure)|vurdering av ammeåtferd
507611000202107|Involving caregivers in decicion-making process (procedure)|involvering av omsorgsgjevar i avgjerdsprosess
30549001|Removal of suture (procedure)|fjerning av sutur
385955003|Foot care (regime/therapy)|fotpleie
14531000202108|Newborn individualized developmental care and assessment program (regime/therapy)|familiesentrert utviklingstilpasset omsorgsmodell
386226007|Calming (procedure)|roande tiltak
1155751004|Liaising with caregiver on management of medication regime (procedure)|samarbeid med omsorgsgjevar om lækjemiddelregime
710841007|Assessment of anxiety (procedure)|vurdering av angst
710819007|Support for dignified dying (regime/therapy)|støtte til verdig død
225103006|Intermittent urethral catheterization (procedure)|intermitterende kateterisering
711050001|Assessment of radiation injury (procedure)|vurdering av stråleskade
56342008|Temperature taking (procedure)|måling av temperatur
372036003|Implementation of protective measures prior to operative or invasive procedure (procedure)|førebyggjande tiltak før operasjon eller inngrep
370791009|Encouragement of deep breathing and coughing exercises (procedure)|oppmuntring til dyp pusting og hosteøvelser
225395003|Wound assessment (procedure)|vurdering av sår
275826003|Preventing injury (procedure)|forebygging av skade
709544008|Administration of vitamin B12 (procedure)|administrasjon av vitamin B12
422744007|Arterial catheter care (regime/therapy)|stell av arteriekateter
637971000202108|Facilitation of positive stimulus (procedure)|tilrettelegging for positiv stimulus
415271004|Referral to education service (procedure)|henvisning til opplæringstjeneste
278621000202102|Education about prevention of late effect of disorder (procedure)|undervisning om forebygging av senfølger
225290005|Planning the day (procedure)|planlegging av dag
182832007|Procedure related to management of drug administration (procedure)|håndtering av legemiddeladministrasjon
406169005|Care of patient undergoing electroconvulsive therapy (regime/therapy)|pleie ved elektrokonvulsiv behandling
133923004|Social interaction encouragement (procedure)|oppmuntring til sosial interaksjon
517901000202101|Liaising with public health nurse (procedure)|samarbeid med helsesjukepleiar
387941000202102|Assessment of wound pain (procedure)|vurdering av sårsmerter
385959009|Perineal care education (procedure)|opplæring i nedantilstell
385774000|Encouragement of compliance with therapeutic regimen (regime/therapy)|oppmuntring til etterlevelse av behandlingsregime
410335001|Exercises case management (procedure)|håndtering av treningsøvelser
408913009|Parenteral feeding education (procedure)|undervisning om parenteral ernæring
386454002|Surgical assistance (procedure)|hjelp ved operasjon
733923007|Change of diaper (procedure)|bleieskift
1153459004|Cleaning of oral mucous membrane (procedure)|rengjøring av munnslimhinne
386255004|Delirium management (regime/therapy)|håndtering av delirium
225964003|Assisting with personal hygiene (procedure)|bistand til personlig hygiene
225338004|Risk assessment (procedure)|vurdering av risiko
711125001|Evaluation of satisfaction with healthcare (procedure)|vurdering av tilfredshet med helsehjelp
733867005|Assessment of knowledge of instructional material (procedure)|vurdering av kunnskap om undervisningsmateriell
713088006|Assessment of risk of ineffective tissue perfusion (procedure)|vurdering av risiko for ineffektiv vevsperfusjon
507731000202109|Care of preeclampsia (regime/therapy)|pleie ved preeklampsi
385817007|Patient feeding technique education (procedure)|undervisning om metodar for etehjelp
473207004|Assessment of need for interpreter (procedure)|vurdering av behov for tolk
103735009|Palliative care (regime/therapy)|palliativ pleie
25877005|Mealtime assistance (regime/therapy)|bistand ved måltid
1156582006|Facilitation of personal hygiene (procedure)|tilrettelegging for personleg hygiene
733866001|Assessment of family readiness for self-management (situation)|vurdering om pårørende er klar for egenhåndtering
46903006|Hydrotherapy (regime/therapy)|hydroterapi
497741000202107|Examination of gastric fluid (procedure)|undersøking av magesaft
507801000202109|Treatment of acute confusion (procedure)|behandling av akutt forvirring
396550006|Blood test (procedure)|undersøkelse av blodprøve
386335003|Infection protection (procedure)|infeksjonsførebygging
11691000202107|Customized communication (regime/therapy)|tilpassa kommunikasjon
710843005|Assessment of cultural beliefs (procedure)|vurdering av kulturelle oppfatninger
710144001|Promotion of diversional therapy (procedure)|fremming av avledningsterapi
385938002|Denture care assessment (procedure)|vurdering av stell av tannprotese
225363004|Eye care (regime/therapy)|augestell
497771000202104|Precautions for difficulty sleeping (procedure)|forebygging av søvnvansker
133904006|Postmortem care (regime/therapy)|mors-stell
420650002|Consultation for pain (procedure)|smertekonsultasjon
1156887009|Provision of support for self management to caregiver (situation)|tilrettelegging for egenhåndtering hos omsorgsgiver
710879002|Education of parent about caregiver child attachment (procedure)|foreldreopplæring om tilknyting mellom omsorgsgjevar og barn
709479007|Assessment of fetal gestational age (procedure)|vurdering av gestasjonsalder
225288009|Environmental care procedure (procedure)|tilrettelegging av miljø
14651000202100|Assessing prone prosition (procedure)|vurdering av mageleie
12201000202107|Facilitation of communication (regime/therapy)|tilrettelegging for kommunikasjon
711022001|Identification of attitude toward care (procedure)|avklaring av holdning til behandling
182764009|Anticoagulant therapy (procedure)|antikoagulasjonsbehandling
410365006|Transportation case management (procedure)|håndtering av transport
225160006|Reinforcement of behavior (regime/therapy)|forsterkning av atferd
1153453003|Application of ointment to lip via topical route (procedure)|påføring av salve på leppe
386358000|Administration of drug or medicament via intravenous route (procedure)|intravenøs administrasjon av lækjemiddel
225385005|Behavioral assessment (procedure)|vurdering av åtferd
410244002|Skin care assessment (procedure)|vurdering av hudstell
386233007|Cerebral perfusion promotion (regime/therapy)|fremjing av cerebral perfusjon
88099009|Child security measures education (procedure)|undervisning om barnesikring
269911007|Sputum examination (procedure)|undersøkelse av ekspektorat
710993005|Monitoring response to treatment (regime/therapy)|overvåking av respons på behandling
507821000202103|Bottle feeding with formula (regime/therapy)|flaskemating med morsmelkerstatning
1230036005|Removal of tube (procedure)|seponering av sonde
410192007|Temperature taking education (procedure)|opplæring i temperaturmåling
15391000202101|Supervision after meal (regime/therapy)|oppfølging etter måltid
711049001|Assessment of physiological status (procedure)|vurdering av fysiologisk status
424287005|Removal of peripheral intravenous catheter (procedure)|seponering av perifert venekateter
408882007|Nausea care management (procedure)|håndtering av kvalmebehandling
507791000202105|Prevention of cramp (procedure)|forebygging av muskelkramper
712551009|Assessment of laser injury (procedure)|vurdering av laserskade
1155758005|Liaising with physiotherapist (procedure)|samarbeid med fysioterapeut
18081000202106|Stimulation of saliva secretion (procedure)|stimulering av spyttproduksjon
48094003|Abdominal girth measurement (procedure)|måling av abdominalomkrins
711139001|Evaluation of tubes and drains (procedure)|vurdering av slangar, tubar og dren
713136002|Assessment of risk of violence (procedure)|vurdering av voldsrisiko
710980000|Prevention of cross infection (procedure)|forebygging av kryssinfeksjon
427247008|Hearing assessment (procedure)|vurdering av høyrsel
278031000202109|Evaluation of mucous membrane (procedure)|vurdering av slimhinner
40043006|Bottle feeding of patient (regime/therapy)|flaskemating
711111002|Informing health care professional of presence of implant device (procedure)|informasjon til helsepersonell om implantat
710567009|Assessment of risk for dehydration (procedure)|vurdering av risiko for dehydrering
497751000202105|Precautions of pulmary complication (procedure)|forebygging av lungekomplikasjoner
1156693003|Attention to heel protector (procedure)|tilsyn med hælbeskyttelse
306104004|Referral to accident and emergency service (procedure)|tilvising til nødetat
712553007|Liaising with patient (procedure)|samarbeid med pasient
427531000202102|Supervision while moblilizing (regime/therapy)|tilsyn ved mobilisering
710899008|Education about adaptation technique (procedure)|opplæring om tilpasningsteknikk
172630005|Syringing ear to remove wax (procedure)|øyreskyljing for å fjerna voks
40617009|Artificial ventilation (regime/therapy)|kunstig åndedrett
367841000202105|Facilitation of stability in every day life (procedure)|tilrettelegging for stabilitet i kvardagen
12391000202108|Assessment of exit status (procedure)|vurdering av utgangsstatus
385979001|Cardiac rehabilitation education (procedure)|undervisning om hjerterehabilitering
276026009|Fluid balance regulation (procedure)|regulering av væskebalanse
710121004|Promotion of ability to self transfer (procedure)|fremjing av evne til å flytta seg sjølv
709265001|Assessment of attitude toward operation (procedure)|vurdering av holdning til operasjon
716777001|Hemodynamic monitoring (regime/therapy)|hemodynamisk overvåking
235444009|Attention to gastrointestinal tract tube (procedure)|stell av gastrointestinal sonde
713112001|Provision of memory device (procedure)|sørgja for hukommelseshjelpemiddel
400921004|Corneal light reflex test (procedure)|test av korneal lysrefleks
410110000|Compliance care assessment (procedure)|vurdering av etterlevelse
713093009|Education about urostomy irrigation (procedure)|undervisning om skylling av urostomi
33633005|Prescription of drug (procedure)|forordning av legemiddel
37841000202100|Identifying goals for temporary discharge (procedure)|utvikle mål for permisjon
46869008|Education about prevention of pressure injury (procedure)|undervisning om førebygging av trykksår
710151005|Promotion of infant development (procedure)|fremjing av spedbarnsutvikling
713139009|Assessment of risk of adverse drug interaction (procedure)|vurdering av risiko for uønsket legemiddelinteraksjon
710965006|Management of negative emotional state (procedure)|håndtering av negativ emosjonell tilstand
313070006|Counseling for domestic abuse (procedure)|rettleiing ved mishandling i nære relasjonar
457561000202105|Information gathering of mental barriers (procedure)|kartlegging av psykiske hindringer
44651004|Contraceptive use education (procedure)|undervisning om prevensjonsbruk
710834001|Assessment of attitude toward health status (procedure)|vurdering av haldning til helsetilstand
668261000202104|Avoid unnecessary fasting (regime/therapy)|unngåelse av unødvendig faste
281568006|Fetal heart monitoring (regime/therapy)|hjerteovervåking av foster
103744005|Administration of intravenous fluids (procedure)|administrasjon av intravenøs væske
1230129006|Performing dressing activity for partial body of subject (procedure)|delvis påkleding
408947007|Alcohol abuse prevention education (procedure)|undervisning om forebygging av alkoholmisbruk
18111000202101|Facilitation of stoma care (regime/therapy)|tilrettelegging for stomistell
710837008|Assessment of attitude toward treatment regime (procedure)|vurdering av holdning til behandlingsregime
713090007|Risk reduction technique (procedure)|risikoreduserende teknikk
709513004|Assessment of risk of thermoregulation disruption (procedure)|vurdering av risiko for forstyrrelse i temperaturregulering
225220004|Communication interventions (regime/therapy)|kommunikasjonsintervensjonar
713109004|Referral to community meals service (procedure)|tilvising til lokal matutdeling
437401000124100|Decreased potassium diet (regime/therapy)|kaliumredusert kost
1281859005|Education about breathing techniques for relaxation (procedure)|opplæring i pusteteknikk for avslapping
709503007|Assessment of quality of life (procedure)|vurdering av livskvalitet
1231383009|Support for use of complementary therapy (regime/therapy)|støtte til bruk av alternativ behandling
710204004|Assisting with self-care (procedure)|hjelp til eigenomsorg
241739006|Limb exsanguination (procedure)|anlegging av blodtomhet i ekstremitet
709509006|Assessment of risk for depressed mood during post partum period (procedure)|vurdering av risiko for depressivt stemningsleie post partum
710107001|Maintenance of wound drain (procedure)|stell av sårdren
169443000|Preventive procedure (procedure)|profylakse
386279002|Peripheral embolus care (regime/therapy)|behandling av perifer emboli
417476007|Bowel continence assessment (procedure)|vurdering av avføringskontinens
15911000202108|Promoting solution-oriented focus (procedure)|fremming av løsningsorientert fokus
385913007|Education about care of pressure injury (procedure)|undervisning om behandling av trykksår
446428008|Evaluation of musculoskeletal system (procedure)|vurdering av muskel- og skjelettsystem
710994004|Monitoring pedal pulse (regime/therapy)|overvåking av fotpuls
386433009|Shock management: cardiac (procedure)|håndtering av kardiogent sjokk
439035007|Education about sleep hygiene behavior (procedure)|undervisning om åtferd som fremjar søvnhygiene
15951000202107|Protection of victim (procedure)|beskyttelse av offer
627831000202103|Mood observation (procedure)|observasjon av stemningsleie
385725001|Emotional support assessment (procedure)|vurdering av emosjonell støtte
710483006|Discharge planning by family caregiver (procedure)|utskrivningsplanlegging med pårørende
243132000|Inhaled drug administration (procedure)|administrasjon av inhalasjonspreparat
18131000202106|Liaising with legal guardian (procedure)|samarbeid med verge
15161000202107|Assessment of residence skills (procedure)|vurdering av buevne
711081005|Negotiation of date for cessation of smoking (procedure)|fastsettelse av dato for røykeslutt
15171000202103|Promotion of residence skills (procedure)|fremming av boevne
225074002|Application of lubricant to lips (regime/therapy)|smørjing av lepper
386229000|Caregiver support (regime/therapy)|støtte av omsorgsgiver
337941000202108|Relief of itch of skin (procedure)|lindring av hudkløe
711052009|Assessment of response to education (procedure)|vurdering av respons på undervisning
278414003|Pain management (procedure)|smertehåndtering
710753003|Family education about hygiene (situation)|pårørendeundervisning om hygiene
710213002|Evaluation of psychosocial response to instruction about exercise (procedure)|vurdering av psykososial respons på opplæring om trening
967006|Medication education (procedure)|opplæring i medisinering
385808007|Gastrostomy/nasogastric tube care education (procedure)|undervisning om stell av gastrostomi / nasogastrisk sonde
507541000202109|Swallowing test (procedure)|gjennomføring av svelgtest
711006002|Measurement of fluid intake (procedure)|måling av væskeinntak
385787006|Chemotherapy care education (procedure)|undervisning om cellegiftbehandling
710773008|Identification of preoperative gastrointestinal status (procedure)|avklaring av preoperativ gastrointestinal status
243117007|Sibling support (regime/therapy)|støtte til søsken
7476006|Special care of dentures (regime/therapy)|stell av tannprotese
226007004|Post-surgical wound care (regime/therapy)|stell av operasjonssår
399684003|Development of care plan (procedure)|utarbeiding av behandlingsplan
17101000202104|Assessment of hallucinations (procedure)|vurdering av hallusinasjoner
710147008|Promotion of effective family process (procedure)|fremming av tilfredsstillende pårørendeprosess
113011001|Palpation (procedure)|palpasjon
408909002|Enteral feeding management (procedure)|håndtering av enteral ernæring
225953001|Evaluating response to treatment (procedure)|vurdering av respons på behandling
710777009|Identification of preoperative respiratory status (procedure)|avklaring av preoperativ respiratorisk status
497651000202104|Information gathering about digestive function (procedure)|kartlegging av fordøyelsesfunksjon
710867002|Support for family decision making process (regime/therapy)|støtte avgjerdsprosess hos pårørande
442284008|Education about anticoagulant therapy (procedure)|undervisning om antikoagulasjonsbehandling
225227001|Positive reinforcement (regime/therapy)|positiv forsterking
711028002|Counseling about tobacco use (procedure)|rettleiing om tobakksbruk
713094003|Education about urinary system function (procedure)|undervisning om urinsystemets funksjon
410076000|Patient transfer education (procedure)|opplæring i pasientoverflytting
373943000|Care of circumcision (regime/therapy)|pleie etter omskjering
1156521001|Education about health service (procedure)|undervisning om helseteneste
710125008|Promotion of use of memory skills (procedure)|fremming av bruk av hukommelsesteknikk
1354756004|Parenteral feeding (regime/therapy)|parenteral ernæring
401277000|Completion of mental health crisis plan (procedure)|fullføring av kriseplan for psykisk helse
710573005|Demonstration of subcutaneous injection technique (procedure)|demonstrasjon av subkutan injeksjonsteknikk
710872006|Regimen management support (regime/therapy)|støtte til handtering av regime
410098009|Pacemaker care management (procedure)|håndtering av pacemakerbehandling
497801000202101|Precautions for unstable blood glucose level (procedure)|førebygging av ustabilt blodsukkernivå
15181000202101|Observation of sleep (procedure)|observasjon av søvn
1153471005|Promotion of mobility using mobility aid (procedure)|fremjing av mobilitet ved bruk av hjelpemiddel
710216005|Evaluation of psychosocial response to instruction about pain (procedure)|vurdering av psykososial respons på informasjon om smerte
709491003|Enrollment in clinical trial (procedure)|inklusjon i klinisk studie
386436001|Shock prevention (procedure)|forebygging av sjokk
297671000202106|Monitoring peripheral edema (regime/therapy)|overvåking av perifert ødem
1172620009|Support of victim of elder abuse (regime/therapy)|støtte av offer for eldremishandling
408760009|Vision screening (procedure)|synsundersøking
252908007|Urinary frequency volume chart (procedure)|diureseliste
710120003|Promotion of walking using mobility aid (procedure)|fremjing av gonge ved bruk av hjelpemiddel
391281002|Mental health assessment (procedure)|vurdering av psykisk helse
17221000202104|Elimination care management (procedure)|handtera eliminasjon
710080003|Protection of religious belief (procedure)|beskyttelse av religiøs tro
410125000|Assessment of compliance with safety precautions (procedure)|vurdering av etterleving av tryggleikstiltak
710778004|Identification of preoperative tissue perfusion (procedure)|avklaring av preoperativ vevsperfusjon
135892000|Antenatal education (procedure)|undervisning om svangerskap
20135006|Screening procedure (procedure)|undersøking
408948002|Management of prevention of harmful pattern of alcohol use (procedure)|håndtering av forebygging av alkoholmisbruk
710850009|Assessment of expectations (procedure)|vurdering av forventningar
68111000202100|Assessment of sucking reflex (procedure)|vurdering av sugerefleks
410113003|Assessment of dietary compliance (procedure)|vurdering av etterleving av kostråd
710155001|Promotion of positive relationship (procedure)|fremming av positiv relasjon
431868002|Initiation of breastfeeding (regime/therapy)|ammestart
20565007|Bathing patient in shower (procedure)|dusjing
1156891004|Reinforcement of musculoskeletal exercise technique (procedure)|forsterkning av treningsteknikk for muskel og ledd
410203003|Oxygen therapy education (procedure)|opplæring i oksygenbehandling
710957008|Assessment of inhalation technique (procedure)|vurdering av inhalasjonsteknikk
1172582009|Preparation of family for childbirth (situation)|førebu familie før barnefødsel
710142002|Promotion of caregiver role (procedure)|fremming av omsorgsgiverrolle
386223004|Bowel incontinence care (regime/therapy)|behandling av avføringsinkontinens
710953007|Management of administration of blood product (procedure)|handtering av administrasjon av blodprodukt
225192007|Stoma assessment (regime/therapy)|vurdering av stomi
1177155004|Assessment of side effects of medication (procedure)|vurdering av lækjemiddelbiverknader
46973005|Blood pressure taking (procedure)|blodtrykksmåling
243067002|Counseling about coping strategies (procedure)|rettleiing om meistringsstrategiar
386374005|Nutritional monitoring (regime/therapy)|ernæringsovervaking
228583003|Motivation therapy (procedure)|motivasjonsterapi
385906007|Eye care education (procedure)|undervisning om augestell
710961002|Use of supportive positioning (procedure)|støttande leiring
722442003|Education about rights as patient (procedure)|undervisning om pasientrettar
338071000202102|Monitoring of jugular venous distention (regime/therapy)|observasjon av halsvenestuving
710146004|Promotion of effective family communication (procedure)|fremjing av tilfredsstillande kommunikasjon med pårørande
497621000202106|Examination of wound fluid (procedure)|undersøkelse av sårvæske
386363001|Administration of drug or medicament via vaginal route (procedure)|vaginal administrasjon av legemiddel
372035004|Identification of barriers to communication (regime/therapy)|identifisering av kommunikasjonshinder
711048009|Assessment of oral hygiene pattern (procedure)|vurdering av rutine for munnhygiene
347661000202104|Morning and evening plan follow-up (procedure)|oppfølging av dags- og kveldsplan
710170000|Administration of prophylactic treatment (procedure)|administrasjon av profylaktisk behandling
68301000202100|Assessment of umbilical region (procedure)|vurdering av umbilikalområde
710833007|Assessment of attitude toward disease (procedure)|vurdering av haldning til sjukdom
710804006|Assistance with walking using device (procedure)|bistand til å gå med bruk av hjelpemiddel
11816003|Diet education (procedure)|kostholdsundervisning
385894001|Violence prevention (procedure)|voldsforebygging
370781003|Assessment of readiness to learn (procedure)|vurdering av om pasient er klar til å læra
410175003|Dietary regime management (procedure)|håndtering av kosthold
14971000202102|Observation of pain (regime/therapy)|observasjon av smerte
710150006|Promotion of hygiene (procedure)|fremjing av hygiene
