<Sykepleierdiagnoser>
ID|Term_EN|Term_NO
370771002|Maintenance of invasive device (procedure)|stell av invasivt utstyr
710821002|Support of spiritual ritual (regime/therapy)|støtte til åndelig ritual
385948000|Dressing change education (procedure)|opplæring i å skifte sårbandasje
702545008|Psychoeducation (procedure)|psykoedukasjon
225316001|Bedrest (regime/therapy)|sengeleie
709510001|Assessment of risk for disease (procedure)|vurdering av sjukdomsrisiko
395076009|Bereavement support (regime/therapy)|støtte etter dødsfall
408979003|Urinary incontinence care management (procedure)|håndtering av stell ved urininkontinens
507531000202103|Promotion of digestion (procedure)|fordøyelsesfremmende tiltak
713104009|Giving encouragement to have positive body image (procedure)|oppmuntring til positivt kroppsbilete
443693006|Assessment of self medication (procedure)|vurdering av selvmedisinering
135840009|Blood pressure monitoring (regime/therapy)|blodtrykksovervåking
410200000|Weight control education (procedure)|undervisning om vektkontroll
710123001|Promotion of exclusive breastfeeding (procedure)|fremjing av fullamming
385909000|Cataract care (regime/therapy)|stell ved katarakt
11140008|Respiratory assist, manual (procedure)|manuell ventilering
385747001|Fluid balance regulation management (procedure)|handtering av regulering av væskebalanse
711013002|Assessment of tobacco use (procedure)|vurdering av tobakksbruk
304495004|Monitoring of blood pressure, temperature, pulse rate and respiratory rate (regime/therapy)|overvåking av vitale tegn
297371000202101|Assessment of edema (procedure)|vurdering av ødem
12191000202105|Establishment of personal safety (procedure)|etablering av tryggleik
710217001|Evaluation of psychosocial response to instruction about wound treatment (procedure)|vurdering av psykososial respons på opplæring om sårbehandling
710911006|Referral to housing service (procedure)|tilvising til bustadteneste
710215009|Evaluation of psychosocial response to instruction about nutrition (procedure)|evaluering av psykososial respons på ernæringsinstruks
710199005|Counseling about fear (procedure)|rådgivning om frykt
711109006|Informing health care professional of arterial blood gas test result (procedure)|informasjon til helsepersonell om resultat av arteriell blodgassprøve
79841006|Genetic counseling (procedure)|genetisk veiledning
710126009|Promotion of use of eye glasses (procedure)|fremming av brillebruk
710840008|Assessment of caregiver knowledge (situation)|vurdering av kunnskap hos omsorgsgjevar
709269007|Family education about treatment regime (situation)|pårørendeundervisning om behandlingsregime
588701000202104|Ensuring alarm system available (procedure)|sørge for tilgjengelig alarmsystem
710744005|Family education about delirium (situation)|pårørendeundervisning om delirium
710138000|Promotion of adherence to exercise regime (procedure)|fremming av etterlevelse av treningsprogram
225404006|Observation of behavior (regime/therapy)|observasjon av atferd
386301001|Infertility education (procedure)|undervisning om infertilitet
281047000|Assessment of continence of urinary bladder (procedure)|vurdering av urinkontinens
410209004|Ventilator care education (procedure)|opplæring i vedlikehold av ventilator
18071000202109|Giving encouragement to wash self (procedure)|oppmuntring til å vaska seg sjølv
22778000|Venipuncture (procedure)|venepunksjon
711035005|Reinforcement of impulse control (procedure)|forsterking av impulskontroll
68322007|Administration of antibiotic (procedure)|administrasjon av antibiotikum
410128003|Assessment of compliance with therapeutic regimen (procedure)|vurdering av etterleving av behandlingsregime
171126009|Tuberculosis screening (procedure)|tuberkulosescreening
497711000202106|Neuropathy care (regime/therapy)|pleie ved nevropati
225397006|Skin assessment (procedure)|vurdering av hud
228535001|Skin care management (procedure)|handtering av hudstell
225323000|Smoking cessation education (procedure)|røykjesluttopplæring
113024001|Assessment and interpretation of higher cerebral function, cognitive testing (procedure)|kognitiv testing og vurdering
507891000202100|Communication through lip-reading (procedure)|kommunikasjon gjennom munnavlesing
711002000|Monitoring fall risk (regime/therapy)|overvaking av fallrisiko
710581006|Education about managing fever (procedure)|undervisning om feberhåndtering
15551000202103|Observation of clouded conciousness (regime/therapy)|observasjon av forvirring
401173007|Disease management program (regime/therapy)|program for sykdomshåndtering
507721000202107|Non-pharmaceutical pain relief (procedure)|ikkje-medikamentell smertelindring
710768002|Implementation of seizure management regime (regime/therapy)|iverksetjing av anfallshandtering
11041000202108|Support conversation (regime/therapy)|støttesamtale
372049008|Assessment of history of previous radiation exposure (procedure)|vurdering av tidligere strålingseksponering
386053000|Evaluation procedure (procedure)|vurdering
710128005|Promotion of use of hip protector (procedure)|fremjing av bruk av hoftebeskyttar
275840002|Preventing spread of infection (procedure)|forebygging av smittespredning
182923009|Nil by mouth (regime/therapy)|null per os
713134004|Assessment of peripheral neurovascular function (procedure)|undersøkelse av perifer nevrovaskulær funksjon
56792006|Measurement of skull circumference (procedure)|måling av hodeomkrets
385971003|Dialysis care (regime/therapy)|pleie ved dialyse
370813004|Assessment of philosophical, cultural, and spiritual beliefs and values (procedure)|vurdering av filosofiske, kulturelle og åndelege oppfatninger og verdiar
385764003|Hospice care education (procedure)|undervisning om hospice
13421000202108|Assessment of decision on coercive measures (procedure)|vurdering av vedtak om tvangstiltak
225286008|Alternating the patient's position (procedure)|snuregime
84635008|Disease process or condition education (procedure)|undervisning om sykdomsprosess
386372009|Nutrition management (procedure)|håndtering av ernæring
713150007|Diabetic foot ulcer prevention (regime/therapy)|førebygging av diabetisk fotsår
278081000202108|Prevention of social isolation (procedure)|forebygging av sosial isolasjon
710981001|Prioritizing treatment regime (procedure)|prioritering av behandlingsregime
50723001|Blood pressure taking education (procedure)|opplæring i blodtrykksmåling
386376007|Oral health promotion (regime/therapy)|fremming av munnhelse
710771005|Identification of preoperative cardiac status (procedure)|avklaring av preoperativ hjartestatus
306265007|Referral to pain management specialist (procedure)|henvisning til smertespesialist
287851000202100|Optimization of pain management (procedure)|optimalisering av smertehandtering
1234812003|Shaving of hair (procedure)|barbering
711001007|Monitoring fluid intake (regime/therapy)|overvaking av væskeinntak
710865005|Support for family mourning process (regime/therapy)|støtte til sorgprosessen til pårørande
46964002|Diversional therapy (regime/therapy)|avleiingsterapi
308457002|Referral to stoma nurse (procedure)|tilvising til stomisjukepleiar
710999009|Monitoring food intake (regime/therapy)|observasjon av matinntak
408898000|Wandering control management (procedure)|håndtering av kontrolltiltak ved vandring
710992000|Monitoring for risk of complications of patient-controlled analgesia (regime/therapy)|overvåking av risiko for negativ respons på pasientstyrt analgesi
372066005|Implementation of protective measures during neurosurgical procedures (procedure)|forebyggende tiltak under nevrokirurgisk prosedyre
386346000|Learning facilitation (regime/therapy)|tilrettelegging for læring
225342001|Environmental assessment (procedure)|vurdering av miljø
733870009|Assessment of delirium (procedure)|vurdering av delirium
709753004|Liaising with social worker (procedure)|samarbeid med sosialarbeidar
46825001|Electrocardiographic monitoring (procedure)|EKG-monitorering
386260000|Diarrhea care (regime/therapy)|diarébehandling
657721000202105|Assessment of sensory level (procedure)|kartlegging av sensorisk nivå
1449002|Epilation (procedure)|hårfjerning
712745001|Evaluation of breastfeeding plan (procedure)|vurdering av ammeplan
24172008|Crisis intervention (regime/therapy)|kriseintervensjon
410091003|Ostomy care education (procedure)|undervisning om stomistell
386402007|Prosthesis care (regime/therapy)|stell av protese
1254959003|Monitoring substance withdrawal (regime/therapy)|overvåking av abstinenstilstand
444714004|Assessment of consciousness level (procedure)|vurdering av medvitsnivå
709756007|Liaising with pain management specialist (procedure)|samarbeid med spesialist i smertehandtering
711282006|Skin condition care (regime/therapy)|behandling av hudtilstand
712535001|Assessment of electrical injury (procedure)|vurdering av elektrisk skade
225392000|Assessment of risk of pressure injury (procedure)|vurdering av risiko for trykksår
427226009|Assessment of sense of balance (procedure)|vurdering av balansesans
370807008|Evaluation of response to medications (procedure)|vurdering av legemiddelrespons
406172003|Administration of drug or medicament via nasal route (procedure)|nasal administrasjon av legemiddel
445099008|Assessment of wound drain device (procedure)|vurdering av sårdren
17131000202107|Assessment of delusions (procedure)|vurdering av vrangforestillinger
167197004|Digestive function tests (procedure)|test av fordøyingsfunksjon
733919004|Assessment of body movement (procedure)|vurdering av kroppsrørsle
171209009|Tobacco usage screening (procedure)|kartlegging for tobakkbruk
1199901000168108|Assessment of memory (procedure)|vurdering av hukommelse
710124007|Promotion of use of progressive muscle relaxation technique (procedure)|fremming av bruk av progressiv muskelavspenningsteknikk
23852006|Cardiac monitoring (regime/therapy)|hjarteovervaking
395127001|Infant massage health education (procedure)|opplæring i spedbarnsmassasje
62013009|Ambulating patient (procedure)|mobilisering av pasient
28520004|Venipuncture for blood test (procedure)|venepunksjon for blodprøvetaking
710716009|Education about breast care during postpartum period (procedure)|opplæring i stell av bryst etter fødsel
287881000202108|Assessment of need for equipment (procedure)|vurdering av utstyrsbehov
710920002|Provision of privacy (procedure)|tilrettelegging for privatliv
710139008|Promotion of urinary bladder routine (procedure)|fremjing av blæretømmingsrutine
508021000202108|Paresis developement assessment (procedure)|vurdering av utvikling av parese
457571000202101|Information gathering of patient resources (procedure)|kartlegging av pasienten sine ressursar
710047005|Management of negative response to treatment (procedure)|handtering av negativ respons på behandling
443425001|Preparation for procedure (regime/therapy)|førebuing til prosedyre
598031000202108|Respite care of family (regime/therapy)|avlastning av pårørende
711127009|Post-surgical monitoring for signs and symptoms of infection (regime/therapy)|postoperativ overvåking av tegn og symptomer på infeksjon
710682005|Education about peristomal skin complications (procedure)|undervisning om peristomale hudkomplikasjonar
371586004|Learning assessment (procedure)|vurdering av læring
133920001|Decision making encouragement (procedure)|oppmuntring til avgjerdstaking
709482002|Assessment of knowledge of cross infection (procedure)|vurdering av kunnskap om kryssinfeksjon
52052004|Rehabilitation therapy (regime/therapy)|rehabiliteringsterapi
709755006|Liaising with physician (procedure)|samarbeid med lege
386471001|Technical equipment management (procedure)|håndtering av teknisk utstyr
313210009|Fluid intake education (procedure)|undervisning om væskeinntak
698472009|Blood glucose monitoring (regime/therapy)|overvaking av blodsukker
409014006|Delivery care management (procedure)|håndtering av pleie ved forløsning
1153458007|Care of closed wound (regime/therapy)|stell av lukket sår
449264008|Auscultation of lower respiratory tract (procedure)|auskultasjon av lunger
310866003|Informing patient (procedure)|informering av pasient
386340006|Intravenous therapy (regime/therapy)|intravenøs behandling
386493006|Venous access device maintenance (procedure)|stell av intravenøstilgang
386451005|Substance use treatment: overdose (regime/therapy)|behandling av substansoverdose
1153469005|Education of family about sleep (situation)|pårørandeundervisning om søvn
709763007|Liaising with nutritionist (procedure)|samarbeid med ernæringsfysiolog
710836004|Assessment of attitude toward nutritional status (procedure)|vurdering av holdning til ernæringsstatus
1156892006|Scheduling of follow up appointment (procedure)|fastsetjing av tidspunkt for oppfølgingstime
410082002|Rehabilitation therapy education (procedure)|undervisning om rehabilitering
370835007|Monitoring for signs and symptoms of infection (regime/therapy)|overvaking av teikn og symptom på infeksjon
314064009|Giving encouragement to participate (procedure)|oppmuntring til deltaking
386305005|Treatment of fever (procedure)|behandling av feber
710969000|Management of defecation (procedure)|håndtering av avføring
12894003|Functional assessment (procedure)|funksjonsvurdering
370849003|Provides status reports to family/support person (procedure)|rapportering av status til pårørende, familie eller støtteperson
710978006|Minimizing environmental stimuli (procedure)|minimering av stimuli i omgivelser
709545009|Assessment of decisional conflict (procedure)|vurdering av beslutningskonflikt
3320000|Autotransfusion (procedure)|autotransfusjon
1156700003|Liaising with healthcare provider about fluid therapy (procedure)|samarbeid med helsepersonell om væskebehandling
370826000|Implementation of protective measures to prevent injury due to radiation sources (procedure)|førebygging av stråleskade
18121000202109|Assessment of need of legal guardian (procedure)|vurdering av behov for verge
287831000202109|Assessment of injury to respiratory system (procedure)|vurdering av skade på respirasjonssystem
710122006|Promotion of physical mobility (procedure)|fremming av fysisk mobilitet
710849009|Assessment of exercise behavior (procedure)|vurdering av treningsatferd
627851000202107|Care of aborted fetus (procedure)|handtering av abortert foster
517891000202102|Direct current cardioversion care (regime/therapy)|pleie ved elektrokonvertering
713135003|Assessment of peripheral tissue perfusion (procedure)|vurdering av perifer vevsperfusjon
440363007|Evaluation of oral and pharyngeal swallowing function (procedure)|vurdering av oral og faryngeal svelgjefunksjon
15561000202100|Assessment of growth and development in patient with eating disorder (procedure)|vurdering av vekst og utvikling hos pasient med eteforstyrringar
709506004|Assessment of readiness for disclosure of health status (procedure)|vurdering av om pasient er klar til å være åpen om helsetilstand
1156705008|Ensuring continuity of care (procedure)|sikring av kontinuitet i pleien
1156689009|Facilitation of compliance to regime (procedure)|tilrettelegging for etterleving av regime
410393005|Interaction surveillance (regime/therapy)|interaksjonsovervaking
709473008|Assessment of family knowledge of disease (situation)|vurdering av pårørande sin kunnskap om sjukdom
711107008|Injury care (regime/therapy)|behandling av skade
698602003|Patient controlled analgesia education (procedure)|opplæring i pasientstyrt analgesi
228549005|Reminiscence therapy (regime/therapy)|hukommelsesterapi
713144002|Motivational interviewing technique (procedure)|motiverande intervjuteknikk
223464006|Procedure education (procedure)|undervisning om prosedyre
64299003|Relaxation training therapy (regime/therapy)|avslappingsterapi
711110001|Reinforcement of priority setting for care (procedure)|forsterking av prioritering i pleie
17841000202109|Recording of frequency of falls (procedure)|registrering av fallfrekvens
394838008|Test request (procedure)|rekvisisjon av prøve
428413005|Death verification (procedure)|stadfesting av dødsfall
710755005|Family education about disease (situation)|pårørandeundervisning om sjukdom
423785008|Provision of interpreter/translator services (regime/therapy)|sørgja for tolketeneste
507771000202106|Measurement of capillary filling (procedure)|måling av kapillærfylling
737856008|Management of vaginal blood loss (procedure)|handtering av vaginalbløding
14391000202102|Seizure recording (procedure)|registrering av anfall
386348004|Limit setting (procedure)|grensesetjing
710960001|Moving patient using transfer technique (procedure)|forflytning ved bruk av forflytningsteknikk
710852001|Assessment of financial status (procedure)|vurdering av økonomisk situasjon
733854007|Assessment of caregiver beliefs (situation)|vurdering av omsorgspersonar sitt livssyn
8571000202104|Assistance with shopping (procedure)|bistand ved innkjøp
711070007|Coordination of family conference (procedure)|koordinering av pårørandemøte
710774002|Identification of preoperative genitourinary status (procedure)|avklaring av preoperativ urogenital status
733915005|Promotion of self-toileting (procedure)|fremming av selvhjulpenhet på toalettbesøk
10471000202100|Management of arterial blood flow (regime/therapy)|håndtering av arteriell blodgjennomstrømning
396073008|Medication administration assessment (procedure)|vurdering av legemiddeladministrasjon
1155837006|Education about clinical pathway (procedure)|undervisning om pasientforløp
711023006|Identification of attitude toward pain (procedure)|avklaring av holdning til smerter
711030000|Counseling about level of hope (procedure)|rettleiing om grad av håp
497681000202107|Development of wound care plan (procedure)|utarbeidelse av sårprosedyre
713149007|Facilitating ability to perform role (regime/therapy)|tilrettelegging for utøvelse av rolle
668221000202109|Hepatic failure care (regime/therapy)|pleie ved leversvikt
57485005|Oxygen therapy (procedure)|oksygenbehandling
1153511002|Liaising with health care provider on medication procurement (procedure)|samarbeid med helsepersonell om anskaffing av lækjemiddel
107724000|Patient transfer (procedure)|overflytting av pasient
567931000202108|Treatment of heartburn (procedure)|behandling av halsbrann
710767007|Implementation of physical restraint regime (regime/therapy)|iverksetting av fysisk tvang
733920005|Provision of pressure relieving mattress (procedure)|sørgja for trykkavlastande madrass
278581000202102|Assessment of need of suction of upper respiratory tract (procedure)|vurdering av behov for sug i øvre luftvegar
1304129002|Preoperative verification of identity (procedure)|preoperativ verifikasjon av identitet
710738006|Education about symptom control (procedure)|undervisning om symptomkontroll
710910007|Referral to legal service (procedure)|tilvising til juridisk teneste
457521000202100|Education about self-regulation (procedure)|undervisning om selvregulering
225398001|Neurological assessment (procedure)|nevrologisk vurdering
443466001|Evaluation of gastrointestinal tract (procedure)|vurdering av gastrointestinaltraktus
229824005|Positioning patient (procedure)|leiring av pasient
18949003|Change of dressing (procedure)|skift av sårbandasje
1156702006|Consulting with healthcare provider about medication side effects (procedure)|konsultasjon med helsepersonell om legemiddelbivirkninger
133898004|Preoperative care (regime/therapy)|operasjonsførebuing
733901008|Referral to self-management support service (procedure)|tilvising til lærings- og meistringsteneste
304564008|Informing next of kin (procedure)|informering av pårørande
713117007|Monitoring fetal development (regime/therapy)|overvaking av fosterutvikling
711078000|Debriefing of patient after restraint (regime/therapy)|debrifing etter mekanisk tvangstiltak
133921002|Emotional support (regime/therapy)|emosjonell støtte
76075007|Play therapy (regime/therapy)|leiketerapi
386502009|Acid-base regulation: metabolic acidosis (procedure)|syre-base-regulering: metabolsk acidose
370793007|Evaluation for signs and symptoms of chemical injury (procedure)|undersøking for teikn og symptom på kjemisk skade
14741000202108|Stress reduction (procedure)|redusering av stress
709475001|Assessment of fear (procedure)|vurdering av frykt
15291000202106|Assessment of vulnerability (procedure)|kartlegging av sårbarhet
327421000202105|Welfare technology needs assessment (procedure)|vurdering av behov for velferdsteknologi
709264002|Assessment of allodynia (procedure)|vurdering av allodyni
225963009|Assisting with mouthcare (procedure)|bistand med munnstell
710153008|Promotion of adherence to medication using pill dose dispenser (procedure)|fremjing av etterleving av medisinering ved bruk av medisindosett
68031000202106|Assessment of interaction (procedure)|vurdering av samspel
710746007|Family education about diagnostic test (situation)|pårørendeundervisning om diagnostisk test
33050008|Pulmonary resuscitation (procedure)|lungeredning
370861006|Verification of consent for planned procedure (procedure)|verifikasjon av samtykke til elektiv prosedyre
410122002|Assessment of compliance with medication regimen (procedure)|vurdering av etterleving av lækjemiddelregime
713132000|Assessment of drug use (procedure)|vurdering av legemiddelbruk
700387001|Ultrasonography of urinary bladder for post-void residual volume (procedure)|ultralyd av urinblære for måling av resturin
712804001|Assessment of environmental risk (procedure)|vurdering av miljørisiko
390906007|Follow-up encounter (procedure)|oppfølgende kontakt
713111008|Provision of monitored dosage system (procedure)|utlevering av overvåket doseringssystem
426847005|Supervision while eating meal (regime/therapy)|tilsyn ved eting
709277006|Family education about light therapy (situation)|pårørendeundervisning om lysterapi
711032008|Maintaining use of raised edge mattress (procedure)|framleis bruk av madrass med høge kantar
414191008|Fall risk assessment (procedure)|vurdering av risiko for fall
448400008|Application of elastic hosiery (procedure)|påtrekking av kompresjonsstrømper
11131000202103|Assisting with establishing routines (procedure)|hjelp til å etablera rutinar
385968006|Education for urinary bladder training (procedure)|undervisning om blæretrening
385710001|Enema administration education (procedure)|opplæring i administrasjon av klyster
225399009|Pain assessment (procedure)|smertevurdering
430193006|Medication reconciliation (procedure)|legemiddelsamstemming
410305008|Rest/sleep education, guidance, and counseling (procedure)|opplæring, veiledning og rådgivning om søvn og hvile
1155762004|Preparation of subject for exercise (regime/therapy)|førebuing av pasient før trening
713098000|Education about hospitalization (procedure)|undervisning om sjukehusinnlegging
31394004|Light therapy (procedure)|lysbehandling
710990008|Education about fluid therapy (procedure)|undervisning om væskebehandling
1345170008|Counseling about housing (procedure)|rettleiing om buforhold
337961000202109|Promotion of use of hearing aid device (procedure)|fremjing av bruk av høyrselshjelpemiddel
713146000|Referral to health aide service (procedure)|tilvising til heimeteneste
18091000202108|Liaising with dentistry service (procedure)|samarbeid med tannhelseteneste
710075007|Screening for child development (procedure)|undersøkelse av barns utvikling
711051002|Assessment of readiness for discharge (procedure)|vurdering av om pasient er utskrivingsklar
385821000|Infection control management (procedure)|håndtering av smittevern
386383000|Parenting promotion (procedure)|fremjing av foreldreskap
225343006|Assessment of needs (procedure)|vurdering av behov
362961001|Procedure by intent (procedure)|prosedyre etter formål
372068006|Evaluation of response to administration of fluids and electrolytes (procedure)|vurdering av respons på væske- og elektrolyttbehandling
384742004|Smoking cessation assistance (regime/therapy)|hjelp til røykjeslutt
710740001|Education of caregiver about infant weaning (situation)|undervisning til omsorgsgjever om avvenning for spedbarn
314529007|Medication review due (situation)|på tide med lækjemiddelgjennomgang
713128006|Assessment of body image (procedure)|vurdering av kroppsbilde
228632007|Energy conservation education (procedure)|undervisning om energiøkonomisering
1153548006|Promotion of cognitive therapy (procedure)|fremjing av kognitiv terapi
713603004|Advance care planning (procedure)|gjennomføring av førehandssamtale om livets sluttfase
733869008|Assessment of information processing (procedure)|vurdering av informasjonsbearbeiding
713374001|Measurement of surface foot pressure (procedure)|måling av fotavtrykk
710577006|Education about colostomy irrigation (procedure)|undervisning om skyljing av kolostomi
1155756009|Liaising with multidisciplinary team on wound care (procedure)|samarbeid med tverrfagleg team om sårbehandling
304549008|Giving encouragement to exercise (procedure)|oppmuntring til trening
710820001|Support of beliefs (regime/therapy)|støtte av tru
35011000087100|Mixed breast milk and bottle feeding (regime/therapy)|delamming
711038007|Promotion of conception (procedure)|fremjing av befruktning
14456009|Measuring height of patient (procedure)|måling av kroppshøgd
1230050000|Assisting with dressing activity (procedure)|hjelp til påkleding
226056003|Sensory stimulation (procedure)|sensorisk stimulering
713073001|Giving encouragement to set limits (procedure)|oppmuntring til grensesetjing
370854007|Screening for harmful pattern of substance use (procedure)|kartlegging for substansmisbruk
1156334004|Assessment of need for eye care (procedure)|vurdering av behov for augestell
710921003|Provision of health promotion service for child development (procedure)|tilrettelegging av helsefremmende tjenester for barns utvikling
386519006|Aspiration precautions (procedure)|forebygging av aspirasjon
437421000124105|Decreased sodium diet (regime/therapy)|natriumredusert kost
14841000202104|Managing unritical behavior (procedure)|handtering av ukritisk åtferd
423846006|Medication dosage tapering (procedure)|nedtrapping av lækjemiddel
711060005|Assessment of denial (procedure)|vurdering av fornektelse
410101008|Reality orientation management (procedure)|handtering av realitetsorientering
460617003|Education of caregiver (situation)|opplæring av omsorgsgjevar
10029008|Suicide precautions (procedure)|selvmordsforebygging
718532008|Liaising with housing service (procedure)|samarbeid med boligtjeneste
710742009|Family education about community services (situation)|pårørandeundervisning om lokalt tenestetilbod
447241003|Evaluation of endocrine system (procedure)|vurdering av det endokrine system
1048003|Capillary specimen collection (procedure)|kapillær blodprøvetaking
711099002|Promotion of community breastfeeding education (procedure)|fremming av lokal ammeundervisning
430481008|Assessment of mobility (procedure)|vurdering av mobilitet
711003005|Monitoring bowel motility (regime/therapy)|overvaking av tarmmobilitet
713096001|Education about second hand smoke exposure (procedure)|undervisning om passiv røyking
338061000202106|Management of altered sense of taste (procedure)|handtering av endra smakssans
15151000202109|Assessment of residence and accommodation circumstances (procedure)|vurdering av boligstatus
14611000202104|Assistance with cooking (procedure)|hjelp til matlaging
110462006|Health technology assessment procedure (procedure)|medisinsk metodevurdering
58707002|Oral hygiene education (procedure)|opplæring i munnhygiene
103705002|Patient status observation (procedure)|observasjon av pasientstatus
370811002|Evaluation of response to thermoregulation measures (procedure)|vurdering av respons på temperaturregulerande tiltak
733833000|Education about self-monitoring (procedure)|undervisning om selvmonitorering
385958001|Perineal care (regime/therapy)|nedantilstell
377421000202106|Protective immunodeficiency isolation (procedure)|beskyttende isolering ved immunsvikt
710078009|Management of stoma care (procedure)|handtering av stomistell
370855008|Securing patient's records, belongings, and valuables (procedure)|sikring av journalar, eigedelar og verdisaker
370782005|Assessment of susceptibility for infection (procedure)|vurdering av disposisjon for infeksjon
1172621008|Support of victim of incest (regime/therapy)|støtte av incestoffer
370850003|Evaluation of arterial blood gas studies (procedure)|vurdering av resultat fra arteriell blodgass
410102001|Stress control assessment (procedure)|vurdering av stresshandtering
424067002|Genitourinary assessment (procedure)|urogenital vurdering
406187008|Sedation management (regime/therapy)|håndtering av sedasjon
370802002|Evaluation of postoperative tissue perfusion (procedure)|vurdering av postoperativ vevsperfusjon
385944003|Maintenance of drainage tube (procedure)|stell av dren
392134007|Care regimes management (procedure)|handtering av helsehjelp
226008009|Ear care (regime/therapy)|ørestell
713095002|Urinary bladder irrigation education (procedure)|opplæring i blæreskyljing
370778008|Assessment of pain control (procedure)|vurdering av smertekontroll
225345004|Promotion of self-care (procedure)|fremjing av eigenomsorg
5880005|Physical examination procedure (procedure)|fysisk undersøkelse
398636004|Physical activity assessment (procedure)|vurdering av fysisk aktivitet
717907002|Diversional care management (procedure)|håndtering av avledningsterapi
713607003|Enhancement of self-efficacy (procedure)|fremjing av meistringstru
225390008|Triage (procedure)|triage
39857003|Weighing patient (procedure)|veging av pasient
1155759002|Counseling about sexual behavior (procedure)|rådgivning om seksuell atferd
18557009|Closure by suture (procedure)|suturering
710242005|Consulting with home care service (procedure)|konsultasjon med heimetenesta
385852004|Chest physiotherapy education (procedure)|opplæring i lungefysioterapi
710854000|Assessment of family process (procedure)|vurdering av familieprosess
17341000202104|Assessment of gurgling (procedure)|vurdering av surkling
710559001|Assessment of self esteem (procedure)|vurdering av sjølvkjensle
1153513004|Liaising with health care provider on medication regime (procedure)|samarbeid med helsepersonell om legemiddelregime
241716000|Patient controlled analgesia (procedure)|pasientstyrt analgesi
337951000202106|Evaluation of cough (procedure)|vurdering av hoste
1156690000|Coordination of preparation for cesarean section (procedure)|koordinering av førebuing før keisarsnitt
733916006|Promotion of self-bathing (procedure)|fremjing av å vaska seg sjølv
445536008|Assessment using assessment scale (procedure)|kartlegging med kartleggingsverktøy
14821000202108|Evaluation of temporary discharge (procedure)|evaluering av permisjon
133879001|Monitoring of patient temperature (regime/therapy)|overvaking av kroppstemperatur
710846002|Assessment of depressed mood (procedure)|vurdering av depressivt stemningsleie
710828008|Assessment of ability to walk (procedure)|vurdering av gangevne
713110009|Provision of talking monitored dosage system (procedure)|utlevering av overvåket doseringssystem med tale
507741000202103|Treatment of cramp (procedure)|behandling av muskelkrampar
225356004|Care of equipment and devices (regime/therapy)|stell av utstyr og apparater
507551000202107|Dietary regulation (procedure)|kostregulering
306173009|Referral to speech and language therapy service (procedure)|tilvising til logopediteneste
446583004|Insertion of indwelling catheter into urinary bladder (procedure)|innleggelse av permanent blærekateter
313026002|Nail care procedure (procedure)|neglestell
386351006|Administration of drug or medicament via enteral tube (procedure)|administrasjon av lækjemiddel i sonde
710951009|Arranging transportation of device (procedure)|arrangere transport av utstyr
16081000202105|Reduce night fast (regime/therapy)|redusering av nattfaste
711117003|Facilitation of impulse control (procedure)|tilrettelegging for impulskontroll
418389000|Blood sugar management (procedure)|håndtering av blodsukker
302787001|Bilirubin measurement (procedure)|måling av bilirubin
228610003|Provision of assistive equipment (procedure)|sørge for hjelpemiddel
385695003|Cast care (regime/therapy)|stell av gips
84100007|History taking (procedure)|anamneseopptak
439958008|Sampling of cervix for Papanicolaou smear (procedure)|celleprøvetaking fra cervix uteri
712556004|Liaising about pain management plan (procedure)|samarbeid om plan for smertehandtering
14471000202109|Monitoring signs of hyperglycemia (regime/therapy)|overvaking av teikn på hyperglykemi
386356001|Administration of drug or medicament via intramuscular route (procedure)|intramuskulær administrasjon av legemiddel
30381006|Bleeding precautions (procedure)|førebygging av bløding
711008001|Assessment of substance withdrawal (procedure)|vurdering av abstinens etter substans
228620008|Provision of communication aid (procedure)|sørge for kommunikasjonshjelpemiddel
304507003|Exercise education (procedure)|undervisning om trening
182791006|Psychiatric observation (regime/therapy)|psykiatrisk observasjon
370830002|Preoperative education including family and support persons (procedure)|undervisning av pårørande og støttepersonar preoperativt
428211000124100|Assessment of substance use (procedure)|vurdering av substansbruk
89666000|Cardiopulmonary resuscitation (procedure)|hjarte-lunge-redning
225285007|Giving oral fluid (procedure)|tilbod om drikke
710569007|Assessment of psychological response to pain (procedure)|vurdering av psykologisk respons på smerter
414384004|Parenting education (procedure)|undervisning om foreldreskap
711069006|Coordination of care plan (procedure)|koordinering av behandlingsplan
226073001|Dietary intake assessment using food diary (procedure)|vurdering av kostinntak ved hjelp av matdagbok
386362006|Administration of drug or medicament via subcutaneous route (procedure)|subkutan administrasjon av legemiddel
709276002|Family education about pain management (situation)|pårørendeundervisning om smertehåndtering
387854002|Massage physiotherapy (regime/therapy)|fysioterapeutisk massasje
415662004|Substance misuse monitoring (regime/therapy)|overvåking av substansmisbruk
710062007|Management of coping impairment (procedure)|handtering av meistringssvikt
718019005|Hemodialysis care management (procedure)|håndtering av hemodialysebehandling
711017001|Assessment of spiritual belief (procedure)|vurdering av åndelig tro
712533008|Assessment of ability to perform caretaking (procedure)|vurdering av evne til omsorgsutøving
710892004|Education about stoma complications (procedure)|undervisning om stomikomplikasjoner
710582004|Education about nephrostomy care (procedure)|opplæring i nefrostomistell
370810001|Evaluation of response to pain management interventions (procedure)|vurdering av respons på smertebehandling
597951000202101|Coordination of treatment (procedure)|koordinering av behandling
171053005|Infant feeding education (procedure)|opplæring om mating av spedbarn
733924001|Management of excoriation of skin (procedure)|handtering av ekskoriasjon
